"","PERMCO","GVKEY","SECID","start_date","end_date"
"5208","16271","064899","102716",1998-08-28,2000-12-07
"5209","16274","028885","103640",1998-09-04,2006-05-26
"5210","16275","012497","107737",1998-09-10,2002-07-31
"5211","16277","007422","104083",1998-09-16,2003-07-29
"5212","16277","007422","125571",2006-02-09,2015-12-31
"5213","16278","114418","106818",1998-09-24,2003-02-27
"5214","16280","105805","102726",1998-09-21,2006-09-08
"5215","16283","114484","106870",1998-09-24,2002-12-10
"5216","16283","114484","121809",2005-06-29,2014-03-13
"5217","16284","114370","106498",1998-09-24,2015-12-31
"5218","16285","114524","104138",1998-09-24,2015-12-31
"5219","16287","114648","101061",1998-09-25,2003-01-29
"5220","16288","113919","102189",1998-09-28,2001-09-28
"5221","16289","115181","102188",1999-03-29,2001-05-07
"5222","1629","012796","104699",1992-09-25,2015-12-31
"5223","16290","018329","104716",1998-10-01,2015-12-31
"5224","16292","114835","111966",1998-10-05,2003-06-30
"5225","16293","114957","9445",1998-10-06,2000-07-07
"5226","16294","123474","103734",1998-10-06,2007-03-14
"5227","16295","062832","104657",1998-10-07,2004-11-05
"5228","16296","114961","106497",1998-10-07,2004-02-11
"5229","16297","114979","110318",1998-10-08,2003-01-06
"5230","16299","115310","107458",1998-10-16,2003-05-28
"5231","1630","004585","5348",1972-12-14,2000-05-08
"5232","16300","017534","102550",1998-10-21,2015-12-31
"5233","16301","224796","112362",1998-10-30,2003-02-13
"5234","16302","115516","104822",1998-10-27,2006-12-19
"5235","16303","105951","103238",1999-07-01,2004-07-08
"5236","16304","065282","108783",1998-10-30,2000-10-24
"5237","16307","115750","102824",1998-11-04,2003-06-11
"5238","16308","115566","111289",1998-11-05,2009-11-06
"5239","16309","003933","109366",1998-11-05,2000-12-14
"5240","16310","115766","111272",1998-11-05,2015-12-31
"5241","16311","066185","103185",1998-11-06,2010-01-25
"5242","16312","115812","104109",1998-11-11,2003-02-06
"5243","16313","115876","109257",1998-11-12,2015-12-31
"5244","16314","115918","108151",1998-11-12,2000-02-01
"5245","16316","115313","110984",1998-11-13,2001-04-20
"5246","16317","020154","6993",1998-11-17,2000-04-10
"5247","16319","115946","107814",1998-11-17,2001-04-12
"5248","1632","004579","104604",1972-12-14,2015-12-31
"5249","16321","064218","112054",1998-11-19,2015-12-31
"5250","16322","116210","109997",1998-11-20,2004-07-23
"5251","16323","114958","9446",1998-11-20,2000-11-16
"5252","16324","064921","112120",1998-11-23,1999-08-04
"5253","16325","029322","100925",1998-11-24,2006-10-24
"5254","16326","116224","112326",1998-11-24,2008-03-13
"5255","16327","116392","106043",1998-11-30,2003-07-10
"5256","16328","066484","104025",1998-12-02,2013-03-28
"5257","16329","116395","111038",1998-12-03,2003-01-17
"5258","16329","116395","137524",2008-08-21,2010-01-26
"5259","16330","116505","9450",1998-12-04,2000-04-28
"5260","16331","116503","108623",1998-12-04,2012-06-29
"5261","16332","116504","110038",1998-12-04,2015-12-31
"5262","16336","116588","104501",1998-12-09,2002-06-11
"5263","16337","116597","107834",1998-12-09,1999-11-29
"5264","16338","116526","103338",1999-01-04,2011-04-18
"5265","16339","116615","111553",1998-12-10,2006-09-01
"5266","16340","116586","101940",1998-12-10,2011-04-15
"5267","16341","116610","106311",1998-12-10,2001-08-14
"5268","16342","116606","9451",1998-12-10,1999-09-08
"5269","16344","116668","103073",1999-04-06,2002-03-05
"5270","16345","116680","111418",1998-12-11,2003-02-28
"5271","16346","116770","105702",1998-12-17,2009-04-03
"5272","16347","116772","106110",1998-12-15,2015-12-31
"5273","16348","024281","110246",1998-12-16,2003-05-28
"5274","16349","116787","103328",1998-12-16,2014-12-04
"5275","16350","116773","107236",1998-12-16,2001-03-13
"5276","16351","116791","107494",1998-12-16,2014-01-17
"5277","16353","116826","101686",1998-12-17,2001-08-17
"5278","16354","116831","106810",1998-12-17,2001-06-29
"5279","16355","116827","101775",1998-12-18,2001-01-10
"5280","16356","030379","111549",1998-12-18,2001-02-13
"5281","16357","063062","111058",1998-12-21,2000-11-29
"5282","16358","008811","109288",1998-12-22,2003-03-27
"5283","16359","116905","111746",1998-12-23,2001-06-27
"5284","1636","004679","5357",1981-01-05,1999-10-01
"5285","16360","116906","112048",1998-12-24,2008-12-05
"5286","16361","066649","108704",1998-12-24,2000-07-27
"5287","16362","117006","106156",1998-12-29,2001-12-31
"5288","16363","117019","106971",1998-12-30,2008-12-31
"5289","16364","117020","108460",1998-12-30,2015-12-04
"5290","16365","117018","105359",1998-12-30,2015-12-31
"5291","16366","117032","103146",1999-01-04,2001-04-20
"5292","16367","117034","104722",1999-01-04,2015-12-31
"5293","16368","117036","106807",1999-01-04,2015-12-31
"5294","16369","117035","104827",1999-01-04,2011-11-09
"5295","1637","004592","5349",1972-12-14,1996-10-11
"5296","16370","110161","104854",1999-01-05,2002-01-03
"5297","16371","113299","105066",1999-01-06,2008-04-30
"5298","16372","117116","108272",1999-01-07,2015-12-31
"5299","16373","NA","109640",1999-01-08,2001-06-29
"5300","16374","117161","109268",1999-01-08,2015-12-31
"5301","16375","106073","103519",1999-01-12,2010-07-21
"5302","16378","117358","107237",1999-01-15,2005-01-21
"5303","16380","017908","101256",1999-01-21,2013-03-08
"5304","16381","114920","103481",1999-01-22,2008-04-15
"5305","16382","117768","108321",1999-01-22,2015-12-31
"5306","16383","117701","101223",1999-01-22,2001-03-20
"5307","16384","066326","103787",1999-01-27,2015-12-31
"5308","16387","117905","111264",1999-01-29,2007-03-30
"5309","16388","117903","109019",1999-01-29,2012-09-20
"5310","16389","117904","110247",1999-01-29,2002-05-31
"5311","16390","105698","102552",1999-07-07,2004-07-15
"5312","16391","117263","108705",1999-01-29,2003-08-15
"5313","16393","105943","104217",1999-02-02,2001-03-30
"5314","16394","118002","9455",1999-02-02,1999-11-11
"5315","16396","065986","109590",1999-02-04,2015-12-31
"5316","16397","118081","101193",1999-02-04,2015-12-31
"5317","16398","118121","103423",1999-02-05,2015-02-13
"5318","16399","118141","112471",1999-02-05,2007-10-24
"5319","16400","118084","107647",1999-02-05,2004-10-15
"5320","16401","110576","111696",1999-02-08,2001-04-25
"5321","16402","118042","104112",1999-02-08,2015-12-31
"5322","16403","113361","102793",1999-02-11,2009-06-23
"5323","16404","118167","109228",1999-02-11,2001-11-06
"5324","16405","118266","106180",1999-02-11,2001-02-23
"5325","16406","115404","111937",1999-02-11,2009-10-23
"5326","16407","118228","111684",1999-02-11,2008-01-25
"5327","16408","118307","108480",1999-02-12,2006-08-02
"5328","16409","118322","9462",1999-02-12,2000-07-31
"5329","16410","118223","102298",1999-02-12,2015-12-31
"5330","16411","118302","101415",1999-02-12,2003-03-26
"5331","16412","118321","110083",1999-02-12,2006-03-10
"5332","16413","118284","111432",1999-02-12,2002-05-23
"5333","16415","112968","107201",1999-02-16,2015-12-31
"5334","16416","113494","109020",1999-02-19,2002-05-23
"5335","16417","118446","111939",1999-02-19,2001-03-30
"5336","16418","118445","111726",1999-02-19,2005-06-12
"5337","16418","118445","123937",2005-06-13,2009-07-21
"5338","16419","118401","112318",1999-02-17,2012-04-13
"5339","16420","118484","109184",1999-02-22,2002-07-17
"5340","16421","118503","104179",1999-02-23,2008-03-26
"5341","16422","118502","103439",1999-02-23,2015-12-31
"5342","16423","118444","111329",1999-02-23,2002-11-08
"5343","16424","118528","106362",1999-02-26,2009-01-07
"5344","16425","118577","106387",1999-02-26,2014-02-03
"5345","16426","118579","108808",1999-02-26,2000-12-20
"5346","16428","064682","104514",1999-03-01,2001-06-13
"5347","16429","118773","101569",1999-03-04,2003-06-24
"5348","16430","015495","110852",1999-03-05,2005-10-19
"5349","16431","118738","107994",1999-03-05,2006-02-02
"5350","16432","118734","102592",1999-03-05,2005-02-07
"5351","16433","118873","101653",1999-03-09,2001-12-21
"5352","16434","118875","109717",1999-03-09,2001-11-06
"5353","16435","211009","106109",1999-03-11,2015-12-31
"5354","16436","064382","106241",1999-03-15,2002-06-12
"5355","16438","111020","104098",1999-03-12,2004-09-22
"5356","16439","119016","9467",1999-03-16,2000-05-31
"5357","16440","119081","107761",1999-03-17,2003-03-26
"5358","16441","119034","106491",1999-03-19,2006-05-15
"5359","16442","119095","102942",1999-03-19,2001-10-08
"5360","16443","119174","101805",1999-03-23,2001-08-14
"5361","16444","119217","111627",1999-04-05,2011-11-09
"5362","16446","119216","111626",1999-04-05,2010-05-14
"5363","16447","224604","103760",1999-03-25,2008-03-26
"5364","16448","119256","9469",1999-03-25,2000-09-11
"5365","16449","119173","101793",1999-03-26,2015-12-31
"5366","16450","119277","111567",1999-03-26,2001-11-20
"5367","16451","119273","103528",1999-03-29,2005-11-16
"5368","16453","108246","110160",1999-03-30,2003-12-17
"5369","16454","119314","109182",1999-03-30,2015-12-31
"5370","16455","119275","107116",1999-03-30,2015-12-31
"5371","16456","119419","111238",1999-03-31,2004-01-16
"5372","16457","119414","102712",1999-04-01,2015-12-31
"5373","16458","119493","108630",1999-04-06,2014-08-11
"5374","16459","063779","107380",1999-04-06,2001-03-06
"5375","16460","118574","104480",1999-04-06,2004-03-18
"5376","16461","119477","109627",1999-04-07,2001-05-29
"5377","16462","119535","104909",1999-04-07,2004-05-14
"5378","16463","119513","112408",1999-04-07,2015-12-31
"5379","16464","119436","104706",1999-04-07,2008-05-07
"5380","16465","119536","9470",1999-04-08,2000-08-11
"5381","16466","119574","104527",1999-04-09,2015-12-31
"5382","16467","119597","111526",1999-04-09,2002-01-04
"5383","16468","119595","109488",1999-04-09,2001-07-02
"5384","16469","119474","103748",1999-04-09,2003-09-17
"5385","16470","065235","101939",1999-04-12,2015-12-31
"5386","16474","119653","112307",1999-04-13,2002-12-20
"5387","16475","119696","109860",1999-04-14,2003-07-07
"5388","16476","025528","104771",1992-07-13,2009-09-04
"5389","16477","119736","112125",1999-04-15,2007-10-03
"5390","16479","119753","101010",1999-04-16,2005-08-18
"5391","16480","119836","109275",1999-04-20,2001-06-19
"5392","16481","119394","102126",1999-04-20,2002-08-21
"5393","16482","119834","100866",1999-04-20,2002-04-03
"5394","16484","119533","101646",1999-04-22,2001-07-27
"5395","16485","119894","107017",1999-04-22,2001-10-31
"5396","16486","119956","106859",1999-04-23,2001-08-13
"5397","16487","017367","101416",1999-04-23,2015-12-31
"5398","16488","119714","103292",1999-04-23,2015-12-31
"5399","16489","119955","102992",1999-04-27,2001-08-16
"5400","16490","119957","108010",1999-04-23,2004-09-01
"5401","16491","119974","104839",1999-04-26,2006-01-03
"5402","16492","120048","105667",1999-04-27,2015-12-31
"5403","16493","120063","109498",1999-04-27,2003-02-28
"5404","16494","120051","106006",1999-04-27,2009-05-21
"5405","16495","120118","111082",1999-04-28,2001-03-07
"5406","16496","120134","106098",1999-04-29,2015-08-06
"5407","16497","120154","101617",1999-04-30,2002-04-25
"5408","16498","120156","107219",1999-04-30,2004-07-14
"5409","16499","004783","105227",1999-05-03,2000-12-01
"5410","16500","120178","111801",1999-05-03,2001-05-30
"5411","16501","030980","8423",1999-05-03,2000-05-30
"5412","16503","120215","9474",1999-05-04,2000-06-29
"5413","16504","120175","9473",1999-05-04,2000-01-13
"5414","16505","120274","9476",1999-05-05,2000-02-10
"5415","16506","027760","103885",1999-05-05,2015-12-31
"5416","16507","120218","9475",1999-05-05,2000-04-18
"5417","16512","120301","109444",1999-05-06,2015-12-31
"5418","16512","120301","109445",2000-06-07,2015-12-31
"5419","16513","120300","109110",1999-05-06,2005-06-28
"5420","16514","120295","9477",1999-05-06,1999-12-08
"5421","16515","120302","111199",1999-05-12,2007-07-24
"5422","16516","120313","9478",1999-05-07,2000-01-11
"5423","16517","120297","106956",1999-05-12,2015-12-31
"5424","16518","120314","106585",1999-05-07,2002-08-06
"5425","16519","120296","106856",1999-05-07,2004-01-12
"5426","16520","120315","108035",1999-05-07,2001-08-28
"5427","16521","120358","111002",1999-05-11,2015-12-31
"5428","16522","120357","9479",1999-05-11,2000-03-10
"5429","16523","120435","9480",1999-05-12,2000-08-24
"5430","16525","120359","111052",1999-05-12,2014-10-31
"5431","16526","120456","103661",1999-05-13,2015-12-31
"5432","16527","120455","103408",1999-05-13,2005-06-01
"5433","16528","120458","102005",1999-05-13,2009-09-25
"5434","16529","120513","101269",1999-05-14,2010-11-09
"5435","16530","120441","107763",1999-05-14,2002-03-14
"5436","16531","120518","109969",1999-05-14,2001-11-07
"5437","16532","120517","108145",1999-05-14,2002-02-07
"5438","16533","120595","109518",1999-05-18,2004-01-02
"5439","16533","120595","119970",2004-01-05,2007-01-25
"5440","16534","120634","108464",1999-05-19,2004-06-09
"5441","16535","120633","102429",1999-05-20,2001-07-18
"5442","16536","120655","104458",1999-05-20,2001-02-26
"5443","16537","120278","108229",1999-05-05,2001-01-16
"5444","16538","120714","101766",1999-05-21,2001-02-02
"5445","16539","120723","110944",1999-05-21,2002-11-11
"5446","16540","120717","104615",1999-05-21,2002-12-26
"5447","16541","120720","108122",1999-05-21,2000-12-20
"5448","16542","120716","9481",1999-05-21,2000-08-10
"5449","16543","120557","109738",1999-05-21,2010-08-24
"5450","16544","120794","110729",1999-05-25,2015-12-31
"5451","16545","120793","9482",1999-05-25,2000-04-25
"5452","16546","120774","102367",1999-05-25,2015-12-31
"5453","16547","120822","109219",1999-05-26,2009-10-01
"5454","16548","120818","106583",1999-05-26,2001-09-25
"5455","16549","120824","111328",1999-05-26,2010-05-07
"5456","16549","120824","144466",2011-02-01,2015-12-31
"5457","1655","004837","5374",1972-12-14,1997-12-31
"5458","16550","120816","104166",1999-05-26,2012-08-14
"5459","16551","120823","110475",1999-05-26,2001-11-16
"5460","16552","120825","112234",1999-05-26,2000-11-17
"5461","16553","120839","106082",1999-05-27,2004-09-30
"5462","16554","120845","106232",1999-05-27,2001-05-04
"5463","16555","105456","104302",1999-07-30,2001-06-14
"5464","16556","118504","111007",1999-06-02,2002-10-03
"5465","16557","120955","105948",1999-06-03,2001-11-07
"5466","16558","120835","102699",1999-06-03,2010-07-01
"5467","16559","120893","112212",1999-06-03,2001-05-15
"5468","16560","120860","112358",1999-05-28,2015-12-31
"5469","16561","121077","104644",1999-06-04,2015-12-31
"5470","16562","121078","105716",1999-06-04,2002-07-09
"5471","16564","121083","112089",1999-06-04,2004-01-15
"5472","16565","121080","108470",1999-06-04,2013-03-08
"5473","16566","120956","108058",1999-06-04,2001-07-26
"5474","16567","121273","112359",1999-06-08,2007-01-25
"5475","16568","121134","103958",1999-06-08,2001-04-27
"5476","16572","066503","103066",1999-06-09,2010-04-16
"5477","16573","012044","105517",1999-06-09,2001-05-30
"5478","16574","121153","103887",1999-06-09,2012-12-04
"5479","16576","121143","111913",1999-06-09,2009-04-30
"5480","16577","121139","106998",1999-06-09,2004-08-06
"5481","16578","105538","101991",1999-06-10,2015-12-31
"5482","1658","004685","111247",1990-03-15,2015-12-31
"5483","16580","121201","108468",1999-06-11,2000-12-29
"5484","16581","121257","108488",1999-06-11,2015-12-31
"5485","16582","121137","105185",1999-06-14,2001-09-25
"5486","16583","062257","112196",1999-06-15,2010-06-02
"5487","16584","121382","109777",1999-06-16,2015-12-31
"5488","16585","121374","9485",1999-06-16,2000-09-12
"5489","16586","121377","104074",1999-06-16,2001-12-27
"5490","16587","121440","111462",1999-06-17,2015-12-31
"5491","16588","121383","110565",1999-06-18,2000-11-10
"5492","16589","121453","9486",1999-06-18,2000-09-13
"5493","1659","004687","104718",1979-07-02,1992-03-13
"5494","16590","117841","103590",1999-06-18,2000-09-06
"5495","16591","121436","105346",1999-06-18,2003-10-07
"5496","16592","121437","107173",1999-06-18,2007-08-20
"5497","16593","121481","111699",1999-06-18,2002-09-27
"5498","16594","121415","110579",1999-06-18,2003-02-12
"5499","16595","121474","106337",1999-06-18,2002-07-31
"5500","16596","121561","109468",1999-06-22,2001-01-24
"5501","16597","121478","109885",1999-06-22,2002-11-20
"5502","16598","121562","110828",1999-06-22,2009-03-24
"5503","16599","121553","100979",1999-06-22,2006-10-12
"5504","16600","121555","104746",1999-06-22,2002-01-18
"5505","16601","121613","105299",1999-06-23,2004-02-27
"5506","16602","121560","107390",1999-06-23,2001-05-09
"5507","16603","121493","101658",1999-06-23,2012-09-28
"5508","16604","121615","9487",1999-06-24,2000-11-17
"5509","16605","121656","103602",1999-06-24,2010-07-21
"5510","16606","121662","109368",1999-06-24,2003-08-05
"5511","16606","121662","117652",2003-08-06,2015-12-31
"5512","16607","122034","106034",1999-09-10,2009-04-03
"5513","16608","121659","105392",1999-06-25,2007-02-21
